Cód.,Município,PIB (Mil Reais),Impostos (Mil Reais),VA da agropecuária (Mil Reais),VA da indústria (Mil Reais),VA dos serviços (Mil Reais),VA da administração pública (Mil Reais)
4300109,Agudo (RS),536912,49945,127983,95382,175994,87609
4300208,Ajuricaba (RS),301939,22381,107352,21803,111159,39244
4300307,Alecrim (RS),118025,4998,32906,4411,44382,31327
4300406,Alegrete (RS),2138004,146242,382582,241656,963704,403820
4300455,Alegria (RS),110904,8534,38264,2876,36327,24903
4300471,Almirante Tamandaré do Sul (RS),163169,12681,76054,6852,51192,16388
4300505,Alpestre (RS),536481,6615,47159,389543,45503,47662
4300554,Alto Alegre (RS),61914,3472,26105,2252,16027,14059
4300570,Alto Feliz (RS),119779,9970,30473,34995,23553,20787
4300604,Alvorada (RS),2843520,234076,885,393497,1244953,970110
4300638,Amaral Ferrador (RS),120980,2807,45847,4056,30087,38182
4300646,Ametista do Sul (RS),135199,11423,14805,31280,36956,40736
4300661,André da Rocha (RS),106412,3395,68686,4245,18417,11669
4300703,Anta Gorda (RS),212258,24794,58364,15988,78497,34616
4300802,Antônio Prado (RS),658586,88716,60818,203657,232277,73118
4300851,Arambaré (RS),137617,4198,64763,7100,35176,26380
4300877,Araricá (RS),193349,23165,833,69967,61980,37404
4300901,Aratiba (RS),1004171,13221,65425,814788,62065,48673
4301008,Arroio do Meio (RS),1252121,194931,48859,499937,401061,107333
4301057,Arroio do Sal (RS),245581,17515,2985,21105,132816,71159
4301073,Arroio do Padre (RS),56784,2328,20696,2161,11576,20023
4301107,Arroio dos Ratos (RS),268587,15286,29441,28569,118412,76879
4301206,Arroio do Tigre (RS),331076,17933,105905,22062,116237,68938
4301305,Arroio Grande (RS),542528,22634,217007,30838,166599,105450
4301404,Arvorezinha (RS),257481,18746,47736,28371,108631,53998
4301503,Augusto Pestana (RS),320661,22318,105218,17058,138406,37661
4301552,Áurea (RS),110151,6730,33988,8405,37887,23141
4301602,Bagé (RS),3154211,286199,169134,339586,1698071,661220
4301636,Balneário Pinhal (RS),241011,14216,9220,14699,119827,83050
4301651,Barão (RS),257317,32427,24120,123330,43712,33729
4301701,Barão de Cotegipe (RS),244501,24305,59950,36598,88382,35266
4301750,Barão do Triunfo (RS),143306,4074,71875,7769,21123,38465
4301800,Barracão (RS),208682,9031,102945,14701,49144,32861
4301859,Barra do Guarita (RS),46500,1307,11879,2420,11015,19880
4301875,Barra do Quaraí (RS),171383,8429,84497,9303,40205,28949
4301909,Barra do Ribeiro (RS),333628,23891,92028,34278,111667,71764
4301925,Barra do Rio Azul (RS),53528,1453,28630,1574,8166,13705
4301958,Barra Funda (RS),131847,13991,21603,35624,41169,19459
4302006,Barros Cassal (RS),202945,8107,75677,8336,52641,58183
4302055,Benjamin Constant do Sul (RS),35303,895,11225,1582,7292,14309
4302105,Bento Gonçalves (RS),6349890,836681,77481,1922620,2817691,695416
4302154,Boa Vista das Missões (RS),147387,8658,80651,4462,35645,17971
4302204,Boa Vista do Buricá (RS),245849,19807,47048,24992,113796,40207
4302220,Boa Vista do Cadeado (RS),251620,12904,148980,7728,59894,22115
4302238,Boa Vista do Incra (RS),171969,7385,100739,5300,36945,21599
4302253,Boa Vista do Sul (RS),86941,10826,17179,18275,20446,20215
4302303,Bom Jesus (RS),445616,18469,199747,38486,128256,60659
4302352,Bom Princípio (RS),713326,121034,22613,216283,277428,75967
4302378,Bom Progresso (RS),61746,2849,23794,2632,16051,16420
4302402,Bom Retiro do Sul (RS),316612,30799,19887,89178,113097,63651
4302451,Boqueirão do Leão (RS),136735,3961,56009,10691,27127,38948
4302501,Bossoroca (RS),324342,17708,167609,10295,83946,44783
4302584,Bozano (RS),131082,12499,53039,3848,44581,17115
4302600,Braga (RS),94482,5469,35125,3456,27638,22794
4302659,Brochier (RS),91524,5564,17749,8295,32072,27844
4302709,Butiá (RS),473597,26102,88670,80226,170499,108100
4302808,Caçapava do Sul (RS),864996,60694,115647,121317,376717,190621
4302907,Cacequi (RS),338948,14554,129218,16846,104597,73733
4303004,Cachoeira do Sul (RS),2414634,178284,399872,244871,1172539,419066
4303103,Cachoeirinha (RS),5687260,1002316,898,1094694,2878811,710540
4303202,Cacique Doble (RS),116288,3618,46687,6060,30937,28985
4303301,Caibaté (RS),183453,12241,61511,8490,69244,31967
4303400,Caiçara (RS),111998,3033,48411,4775,27009,28769
4303509,Camaquã (RS),2181298,243343,282623,318258,978185,358888
4303558,Camargo (RS),167906,20278,44365,23739,59297,20227
4303608,Cambará do Sul (RS),178809,15048,25306,47086,52297,39071
4303673,Campestre da Serra (RS),153113,26630,52016,21199,29682,23587
4303707,Campina das Missões (RS),163029,7359,57869,9011,55357,33433
4303806,Campinas do Sul (RS),234090,15368,77836,11098,94844,34945
4303905,Campo Bom (RS),3202490,645784,1796,1154432,1005288,395190
4304002,Campo Novo (RS),230864,27461,57027,19133,98661,28582
4304101,Campos Borges (RS),89035,5510,30531,5501,25103,22390
4304200,Candelária (RS),849670,60770,181208,146992,302328,158372
4304309,Cândido Godói (RS),242760,16966,72080,27497,89174,37044
4304358,Candiota (RS),649413,87899,74130,302640,108729,76014
4304408,Canela (RS),1256118,102348,11544,228384,662701,251140
4304507,Canguçu (RS),1297955,70623,391894,52346,490610,292482
4304606,Canoas (RS),20630280,2673171,7426,7173565,8948286,1827832
4304614,Canudos do Vale (RS),49435,1349,24602,1417,8810,13256
4304622,Capão Bonito do Sul (RS),191738,9701,114714,16738,38361,12225
4304630,Capão da Canoa (RS),1609058,110679,1977,241879,903034,351490
4304655,Capão do Cipó (RS),320740,16706,191961,10202,73198,28674
4304663,Capão do Leão (RS),550615,44462,57813,127398,180683,140260
4304671,Capivari do Sul (RS),212050,20602,49040,28838,83689,29881
4304689,Capela de Santana (RS),227409,23086,19060,50560,70775,63928
4304697,Capitão (RS),76520,1763,35046,5968,12420,21323
4304705,Carazinho (RS),3150494,497176,134215,281829,1893662,343612
4304713,Caraá (RS),119670,4289,33698,14081,23364,44237
4304804,Carlos Barbosa (RS),2773585,575911,46258,1239933,738405,173078
4304853,Carlos Gomes (RS),43953,1131,19769,4011,7386,11655
4304903,Casca (RS),477706,55113,83541,78969,209470,50613
4304952,Caseiros (RS),128012,11221,44229,6237,45455,20869
4305009,Catuípe (RS),382495,25045,139849,14276,153223,50101
4305108,Caxias do Sul (RS),27013570,3903614,296441,7271690,12715361,2826464
4305116,Centenário (RS),83040,2484,40592,2945,17588,19431
4305124,Cerrito (RS),107555,3202,39388,4267,25699,34999
4305132,Cerro Branco (RS),75644,2147,24936,2534,17121,28905
4305157,Cerro Grande (RS),55884,1982,23755,1483,12009,16654
4305173,Cerro Grande do Sul (RS),183457,10611,49656,9213,52236,61741
4305207,Cerro Largo (RS),774031,163437,49346,56103,425815,79330
4305306,Chapada (RS),462559,30411,185786,32440,159301,54621
4305355,Charqueadas (RS),1376933,149582,24372,577040,417531,208408
4305371,Charrua (RS),92132,3512,46337,2504,18807,20973
4305405,Chiapetta (RS),203792,5410,119348,8308,46791,23935
4305439,Chuí (RS),381741,35564,20045,115043,171172,39916
4305447,Chuvisca (RS),114680,3406,55596,3996,18341,33341
4305454,Cidreira (RS),308045,17237,11439,19812,150646,108910
4305504,Ciríaco (RS),151033,10016,57261,11400,45235,27121
4305587,Colinas (RS),65608,3182,22801,6982,14258,18384
4305603,Colorado (RS),194488,12610,91536,8295,57272,24775
4305702,Condor (RS),372474,30557,124542,50154,124972,42248
4305801,Constantina (RS),324561,25930,62622,29955,150530,55523
4305835,Coqueiro Baixo (RS),39764,1090,19423,1202,6102,11947
4305850,Coqueiros do Sul (RS),108688,5215,57304,4159,23709,18302
4305871,Coronel Barros (RS),125302,8617,45424,10499,39624,21138
4305900,Coronel Bicaco (RS),302721,16917,130107,13948,100587,41163
4305934,Coronel Pilar (RS),42370,1427,17784,4027,6910,12222
4305959,Cotiporã (RS),157403,9738,27530,60385,35567,24183
4305975,Coxilha (RS),220346,7655,132386,12863,44015,23427
4306007,Crissiumal (RS),377105,26344,97492,37221,142527,73520
4306056,Cristal (RS),201516,11396,72593,10965,61732,44831
4306072,Cristal do Sul (RS),66116,1414,34222,1696,10250,18533
4306106,Cruz Alta (RS),3790618,562616,345954,325028,2237181,319839
4306130,Cruzaltense (RS),88539,4599,42312,3309,22691,15627
4306205,Cruzeiro do Sul (RS),394505,48015,50833,86032,149566,60060
4306304,David Canabarro (RS),142913,8437,48285,9116,49918,27157
4306320,Derrubadas (RS),96427,3005,48640,4096,20631,20054
4306353,Dezesseis de Novembro (RS),43126,1216,12155,1119,10356,18278
4306379,Dilermando de Aguiar (RS),144127,5274,81118,7017,27705,23011
4306403,Dois Irmãos (RS),2089234,322442,10805,812897,769947,173142
4306429,Dois Irmãos das Missões (RS),115139,5812,66901,6029,19313,17084
4306452,Dois Lajeados (RS),108556,6554,33793,7221,38941,22047
4306502,Dom Feliciano (RS),292675,11645,110606,9750,81147,79527
4306551,Dom Pedro de Alcântara (RS),58981,4383,8155,3645,23900,18898
4306601,Dom Pedrito (RS),1345518,88212,396306,105656,536972,218371
4306700,Dona Francisca (RS),76374,4492,16806,15203,21195,18678
4306734,Doutor Maurício Cardoso (RS),189361,10823,80053,7251,62893,28340
4306759,Doutor Ricardo (RS),54933,3508,14624,7711,14877,14212
4306767,Eldorado do Sul (RS),2179268,873781,67476,171749,839345,226917
4306809,Encantado (RS),951619,133185,31672,241874,437637,107250
4306908,Encruzilhada do Sul (RS),604809,28731,217543,30272,183235,145028
4306924,Engenho Velho (RS),54559,2308,23458,2608,12486,13699
4306932,Entre-Ijuís (RS),420709,35598,121146,15320,196564,52082
4306957,Entre Rios do Sul (RS),222559,7079,24710,145231,23993,21546
4306973,Erebango (RS),123426,8779,48214,9475,34400,22559
4307005,Erechim (RS),5303198,723010,82420,1386100,2566311,545358
4307054,Ernestina (RS),145623,9007,55141,13406,43625,24444
4307104,Herval (RS),140018,4239,52372,5062,36539,41806
4307203,Erval Grande (RS),109455,8382,29880,7547,34371,29274
4307302,Erval Seco (RS),229066,14182,86193,14043,78213,36435
4307401,Esmeralda (RS),212062,11295,106710,7548,61547,24962
4307450,Esperança do Sul (RS),82390,3451,37691,3608,16751,20888
4307500,Espumoso (RS),718625,66907,183583,68836,317156,82142
4307559,Estação (RS),284537,37620,31586,64615,112821,37895
4307609,Estância Velha (RS),1543388,170690,3362,457098,652925,259314
4307708,Esteio (RS),3436739,496825,1395,718192,1723369,496958
4307807,Estrela (RS),1643504,189195,82206,478114,712703,181284
4307815,Estrela Velha (RS),133778,7951,59564,4390,35553,26320
4307831,Eugênio de Castro (RS),210951,12778,102515,15948,56915,22794
4307864,Fagundes Varela (RS),88334,6278,34083,8158,19453,20362
4307906,Farroupilha (RS),3562093,640655,126651,1024371,1390597,379820
4308003,Faxinal do Soturno (RS),218337,22293,16589,26053,116345,37057
4308052,Faxinalzinho (RS),61134,2439,24766,3877,13902,16150
4308078,Fazenda Vilanova (RS),106462,7391,21210,18791,31086,27985
4308102,Feliz (RS),464540,52109,19252,83344,237522,72314
4308201,Flores da Cunha (RS),1854237,316994,95229,677089,599955,164970
4308250,Floriano Peixoto (RS),61448,2143,29534,3294,12283,14195
4308300,Fontoura Xavier (RS),222479,9593,45845,12052,102988,52001
4308409,Formigueiro (RS),200434,12774,61815,23030,62121,40693
4308433,Forquetinha (RS),46151,1778,14745,3839,9835,15955
4308458,Fortaleza dos Valos (RS),314258,19652,143237,10770,106642,33957
4308508,Frederico Westphalen (RS),1232871,122150,74616,197812,674121,164172
4308607,Garibaldi (RS),2383541,405170,44568,919952,822697,191154
4308656,Garruchos (RS),133679,5118,73050,4146,27897,23468
4308706,Gaurama (RS),235797,21548,52405,54167,75824,31853
4308805,General Câmara (RS),221362,6241,117805,9968,45095,42254
4308854,Gentil (RS),111711,8818,48654,3424,36365,14450
4308904,Getúlio Vargas (RS),637794,48892,88306,96500,315389,88707
4309001,Giruá (RS),806585,61834,250653,93097,299656,101346
4309050,Glorinha (RS),266839,22041,17044,108077,70179,49499
4309100,Gramado (RS),2257904,239757,16739,274290,1458656,268463
4309126,Gramado dos Loureiros (RS),57143,1321,27448,2760,9207,16407
4309159,Gramado Xavier (RS),87530,1495,43660,2855,12623,26897
4309209,Gravataí (RS),12396458,2163391,13569,4533091,4291393,1395014
4309258,Guabiju (RS),72221,3438,35161,2403,19051,12167
4309308,Guaíba (RS),6438871,2113811,29410,1099546,2648397,547707
4309407,Guaporé (RS),949266,88149,45708,281473,395209,138726
4309506,Guarani das Missões (RS),288660,23755,72115,36292,111920,44578
4309555,Harmonia (RS),188532,22609,23565,39270,72223,30865
4309571,Herveiras (RS),55510,1574,20252,1873,11493,20318
4309605,Horizontina (RS),1741205,352208,73811,729892,458111,127184
4309654,Hulha Negra (RS),196089,19589,49740,46835,40077,39847
4309704,Humaitá (RS),164722,11963,56162,9276,57832,29490
4309753,Ibarama (RS),93934,3984,36089,7761,19364,26736
4309803,Ibiaçá (RS),234069,15955,95721,17418,74085,30889
4309902,Ibiraiaras (RS),278650,29902,92454,12450,101244,42600
4309951,Ibirapuitã (RS),138430,5658,69027,4365,32013,27366
4310009,Ibirubá (RS),1128537,132113,200262,205871,475186,115105
4310108,Igrejinha (RS),1947198,252147,3943,914144,589263,187700
4310207,Ijuí (RS),3777975,385864,192522,561544,2087417,550629
4310306,Ilópolis (RS),111996,7572,31526,11222,37610,24065
4310330,Imbé (RS),508392,32565,1794,42194,277970,153869
4310363,Imigrante (RS),263563,40845,21952,131452,47122,22192
4310405,Independência (RS),280821,31839,92552,28496,89094,38840
4310413,Inhacorá (RS),68317,3089,30219,2662,15666,16682
4310439,Ipê (RS),222989,10061,97926,18168,58113,38722
4310462,Ipiranga do Sul (RS),106834,4528,51488,8164,26492,16161
4310504,Iraí (RS),206561,18247,45702,15539,90230,36843
4310538,Itaara (RS),121756,8055,12532,15965,52396,32807
4310553,Itacurubi (RS),100576,2570,52850,2994,18448,23715
4310579,Itapuca (RS),59161,866,32856,2761,7732,14946
4310603,Itaqui (RS),1400823,128928,331494,224662,485440,230298
4310652,Itati (RS),76101,1611,39165,3612,13354,18359
4310702,Itatiba do Sul (RS),66106,2172,24801,2948,14217,21968
4310751,Ivorá (RS),52709,1305,18591,2101,16276,14435
4310801,Ivoti (RS),990156,148851,7759,220985,479524,133037
4310850,Jaboticaba (RS),99686,4319,35102,4503,31889,23873
4310876,Jacuizinho (RS),116542,2119,73103,3862,17574,19884
4310900,Jacutinga (RS),146257,8233,58014,12192,43277,24540
4311007,Jaguarão (RS),704575,42924,171581,35365,316882,137823
4311106,Jaguari (RS),265130,13856,63789,18349,109691,59446
4311122,Jaquirana (RS),69997,2737,20072,5271,19714,22202
4311130,Jari (RS),200188,3015,138453,6539,26989,25192
4311155,Jóia (RS),503407,23410,275605,15532,131705,57154
4311205,Júlio de Castilhos (RS),1231775,160811,315844,43400,597552,114168
4311239,Lagoa Bonita do Sul (RS),57274,1452,26360,2180,8799,18483
4311254,Lagoão (RS),113718,2753,51489,3847,18846,36783
4311270,Lagoa dos Três Cantos (RS),91359,5086,44145,2955,23437,15735
4311304,Lagoa Vermelha (RS),1145824,101684,205004,242433,459734,136970
4311403,Lajeado (RS),4672563,697045,15716,1016149,2503094,440560
4311429,Lajeado do Bugre (RS),55432,1436,23391,3419,8818,18367
4311502,Lavras do Sul (RS),249161,8606,118693,8229,61653,51981
4311601,Liberato Salzano (RS),141939,8729,49440,6173,47975,29622
4311627,Lindolfo Collor (RS),314663,25508,4639,193182,56404,34929
4311643,Linha Nova (RS),54923,1228,29377,3744,8232,12341
4311700,Machadinho (RS),182902,12889,54485,10743,70373,34411
4311718,Maçambará (RS),284109,11645,168707,19770,50139,33847
4311734,Mampituba (RS),59108,1467,24152,3656,9737,20095
4311759,Manoel Viana (RS),268162,11314,134202,12015,66521,44110
4311775,Maquiné (RS),139248,7385,27145,21001,46512,37205
4311791,Maratá (RS),76739,3063,23658,12986,16225,20807
4311809,Marau (RS),2221531,260721,182637,715911,820386,241876
4311908,Marcelino Ramos (RS),133231,7019,34531,13662,51183,26836
4311981,Mariana Pimentel (RS),80815,3058,34019,2512,16524,24703
4312005,Mariano Moro (RS),54807,2453,20197,3494,12122,16542
4312054,Marques de Souza (RS),97711,5870,27898,7659,33289,22995
4312104,Mata (RS),116014,7452,30306,9779,38681,29795
4312138,Mato Castelhano (RS),94007,5684,40155,3131,25392,19644
4312153,Mato Leitão (RS),170672,14355,19827,64659,41948,29883
4312179,Mato Queimado (RS),55297,1394,28703,2005,9742,13453
4312203,Maximiliano de Almeida (RS),110337,4729,35089,9769,35217,25533
4312252,Minas do Leão (RS),198387,33650,43541,10280,68309,42608
4312302,Miraguaí (RS),133820,11508,33882,24111,37658,26662
4312351,Montauri (RS),59452,6190,24965,4523,11568,12206
4312377,Monte Alegre dos Campos (RS),71697,2070,30008,2502,13919,23198
4312385,Monte Belo do Sul (RS),74272,4963,22802,13541,14738,18227
4312401,Montenegro (RS),3926465,681812,57304,1288726,1518613,380010
4312427,Mormaço (RS),100502,8320,32404,3198,35721,20857
4312443,Morrinhos do Sul (RS),57860,1986,21379,2268,12628,19598
4312450,Morro Redondo (RS),98356,8187,14224,10400,28915,36630
4312476,Morro Reuter (RS),210315,18496,28825,66792,59434,36767
4312500,Mostardas (RS),407506,18700,165789,26262,122877,73878
4312609,Muçum (RS),262854,20716,17627,115808,79928,28775
4312617,Muitos Capões (RS),420325,17026,278445,21980,76020,26855
4312625,Muliterno (RS),51696,1448,23588,1966,10013,14681
4312658,Não-Me-Toque (RS),1366462,185715,103883,444550,524531,107781
4312674,Nicolau Vergueiro (RS),88317,5787,41983,2544,23902,14100
4312708,Nonoai (RS),399575,39767,73595,27484,191370,67358
4312757,Nova Alvorada (RS),171530,32319,40471,9272,66329,23138
4312807,Nova Araçá (RS),244028,30451,32318,83912,68640,28707
4312906,Nova Bassano (RS),598223,38164,97936,271872,135190,55061
4312955,Nova Boa Vista (RS),100649,10401,29498,18251,27488,15011
4313003,Nova Bréscia (RS),119945,6666,43369,12719,32805,24386
4313011,Nova Candelária (RS),165542,20136,48286,44843,31633,20645
4313037,Nova Esperança do Sul (RS),130233,8194,19500,33119,38044,31376
4313060,Nova Hartz (RS),686481,58704,4071,336656,174753,112297
4313086,Nova Pádua (RS),71255,5809,19472,8052,21044,16879
4313102,Nova Palma (RS),301496,20945,53301,82996,105354,38900
4313201,Nova Petrópolis (RS),855127,107465,38004,178695,412283,118681
4313300,Nova Prata (RS),1304096,166687,46424,376814,556798,157373
4313334,Nova Ramada (RS),144853,10097,68010,11757,37129,17859
4313359,Nova Roma do Sul (RS),179724,12101,29742,79242,32985,25654
4313375,Nova Santa Rita (RS),1815678,440230,21478,435442,739056,179473
4313391,Novo Cabrais (RS),94435,3504,41256,4411,19715,25550
4313409,Novo Hamburgo (RS),9769394,1200165,17481,2015853,5317975,1217919
4313425,Novo Machado (RS),133442,7138,64822,4785,33239,23457
4313441,Novo Tiradentes (RS),52361,1653,21971,1513,10784,16439
4313466,Novo Xingu (RS),58658,2214,26108,2291,13636,14409
4313490,Novo Barreiro (RS),98509,6061,30640,7546,27853,26410
4313508,Osório (RS),1693873,129795,33829,269100,968112,293036
4313607,Paim Filho (RS),123316,7046,47624,6772,37805,24070
4313656,Palmares do Sul (RS),471591,31649,73167,138902,157124,70749
4313706,Palmeira das Missões (RS),1488543,120861,477681,85055,619302,185643
4313805,Palmitinho (RS),210406,10364,46849,41331,72406,39458
4313904,Panambi (RS),2236146,245273,125516,817611,803236,244510
4313953,Pantano Grande (RS),391316,30765,113420,73596,117954,55580
4314001,Paraí (RS),315249,42830,43352,76995,110198,41875
4314027,Paraíso do Sul (RS),169461,7748,62064,6633,52174,40842
4314035,Pareci Novo (RS),100309,8774,21319,6634,35736,27845
4314050,Parobé (RS),1350777,109030,4164,434734,513261,289589
4314068,Passa Sete (RS),110847,3736,51200,4093,19784,32034
4314076,Passo do Sobrado (RS),182566,14732,63483,20554,45120,38676
4314100,Passo Fundo (RS),9829386,1238486,173551,1081669,6314735,1020945
4314134,Paulo Bento (RS),102861,8251,32262,25488,18915,17945
4314159,Paverama (RS),189792,11465,56813,32279,45988,43247
4314175,Pedras Altas (RS),167556,2717,117736,5930,19854,21319
4314209,Pedro Osório (RS),164408,7267,52225,8546,56482,39889
4314308,Pejuçara (RS),242020,11672,118404,8870,73655,29418
4314407,Pelotas (RS),9445913,897170,215363,1029669,5560307,1743402
4314423,Picada Café (RS),326942,38051,8653,170421,74372,35445
4314456,Pinhal (RS),85321,5663,31724,12962,16525,18447
4314464,Pinhal da Serra (RS),220385,12169,36314,134744,15782,21376
4314472,Pinhal Grande (RS),760523,11205,69628,593991,53975,31723
4314498,Pinheirinho do Vale (RS),98658,2928,41546,5858,19304,29022
4314506,Pinheiro Machado (RS),305699,18826,56144,60025,101783,68921
4314548,Pinto Bandeira (RS),57447,4728,19234,5217,11615,16652
4314555,Pirapó (RS),65374,1919,29230,1843,14036,18346
4314605,Piratini (RS),482343,17110,203535,24376,127919,109403
4314704,Planalto (RS),211750,13369,33228,29058,83896,52199
4314753,Poço das Antas (RS),94506,9126,18251,28118,23055,15955
4314779,Pontão (RS),261273,14440,128343,11438,79146,27906
4314787,Ponte Preta (RS),59528,3622,27658,2995,11904,13350
4314803,Portão (RS),1265143,168384,36064,399938,468619,192138
4314902,Porto Alegre (RS),82431478,11014975,27182,6234534,57616369,7538418
4315008,Porto Lucena (RS),107582,3734,36654,3599,36002,27594
4315057,Porto Mauá (RS),64929,2759,26008,1945,16794,17422
4315073,Porto Vera Cruz (RS),34473,941,11887,1020,6907,13718
4315107,Porto Xavier (RS),184242,12923,22656,8460,84142,56061
4315131,Pouso Novo (RS),47429,1583,17706,1445,13690,13006
4315149,Presidente Lucena (RS),165356,17201,10101,83250,35476,19328
4315156,Progresso (RS),130850,4754,46203,7822,38506,33565
4315172,Protásio Alves (RS),60884,2454,29084,4155,11597,13594
4315206,Putinga (RS),100934,4760,35715,10293,25679,24487
4315305,Quaraí (RS),480145,33396,96404,23386,219768,107192
4315313,Quatro Irmãos (RS),114378,4129,64876,5450,23925,15998
4315321,Quevedos (RS),168912,9094,93196,5131,39101,22389
4315354,Quinze de Novembro (RS),157133,8347,68066,6362,46177,28181
4315404,Redentora (RS),177794,8381,58731,5872,48391,56419
4315453,Relvado (RS),53600,1656,23849,2886,11088,14121
4315503,Restinga Sêca (RS),456595,29682,128781,46399,164913,86820
4315552,Rio dos Índios (RS),87089,3737,39740,2941,20398,20273
4315602,Rio Grande (RS),10687204,2071111,197870,2603981,4637017,1177225
4315701,Rio Pardo (RS),977676,58626,282647,86467,353523,196414
4315750,Riozinho (RS),130204,12232,5190,51323,34232,27227
4315800,Roca Sales (RS),481199,33087,45797,220086,120623,61605
4315909,Rodeio Bonito (RS),195158,29270,43594,18277,69164,34852
4315958,Rolador (RS),105953,3133,62649,3135,17537,19500
4316006,Rolante (RS),653522,66356,16948,209801,251456,108961
4316105,Ronda Alta (RS),352132,21012,120042,14977,140753,55349
4316204,Rondinha (RS),195427,10253,80215,7504,65774,31682
4316303,Roque Gonzales (RS),789559,8880,59633,623253,57894,39899
4316402,Rosário do Sul (RS),929897,71138,187857,47730,425639,197532
4316428,Sagrada Família (RS),62338,3029,23661,2188,15836,17623
4316436,Saldanha Marinho (RS),151579,10196,59989,4382,56010,21002
4316451,Salto do Jacuí (RS),887672,21296,93149,583662,116870,72696
4316477,Salvador das Missões (RS),135112,11597,39586,14383,48070,21475
4316501,Salvador do Sul (RS),282403,34834,38008,47355,117191,45014
4316600,Sananduva (RS),640589,67038,121665,86207,278919,86761
4316709,Santa Bárbara do Sul (RS),762261,80887,289495,33250,307486,51142
4316733,Santa Cecília do Sul (RS),83322,1687,51609,2819,13280,13927
4316758,Santa Clara do Sul (RS),296905,24380,21423,146346,66933,37822
4316808,Santa Cruz do Sul (RS),9831718,2729458,180194,2149884,4040240,731942
4316907,Santa Maria (RS),8766855,844311,206748,943557,5356374,1415864
4316956,Santa Maria do Herval (RS),207189,16015,33544,64114,57182,36334
4316972,Santa Margarida do Sul (RS),184222,11620,96125,17974,37399,21103
4317004,Santana da Boa Vista (RS),209121,5739,106505,7417,44142,45319
4317103,Sant'Ana do Livramento (RS),2617268,143484,251829,737911,1040163,443881
4317202,Santa Rosa (RS),3191248,375021,124676,673999,1598002,419549
4317251,Santa Tereza (RS),41506,1857,14480,2359,9600,13210
4317301,Santa Vitória do Palmar (RS),1248170,51253,338396,342583,329129,186810
4317400,Santiago (RS),1588387,133997,200347,95709,900715,257619
4317509,Santo Ângelo (RS),2828429,261330,162211,414136,1590492,400260
4317558,Santo Antônio do Palma (RS),74847,3974,34204,3488,16915,16266
4317608,Santo Antônio da Patrulha (RS),1441182,157491,86327,438002,537929,221433
4317707,Santo Antônio das Missões (RS),416069,19991,213148,14337,105267,63326
4317756,Santo Antônio do Planalto (RS),112622,6389,54759,7978,23925,19571
4317806,Santo Augusto (RS),557340,47539,152700,38837,241174,77090
4317905,Santo Cristo (RS),598101,86537,117490,55910,256042,82122
4317954,Santo Expedito do Sul (RS),73894,3016,36134,4034,13601,17109
4318002,São Borja (RS),1935768,158360,316057,246087,888163,327101
4318051,São Domingos do Sul (RS),71562,3345,19605,11426,18161,19024
4318101,São Francisco de Assis (RS),469988,20257,164778,18300,164671,101982
4318200,São Francisco de Paula (RS),724560,37142,292502,47660,232171,115085
4318309,São Gabriel (RS),1802684,143684,344471,180676,817170,316682
4318408,São Jerônimo (RS),610370,44095,79174,63675,300833,122594
4318424,São João da Urtiga (RS),134737,10031,43049,6671,46611,28375
4318432,São João do Polêsine (RS),87156,7372,12225,10453,39119,17987
4318440,São Jorge (RS),90078,4308,36859,8547,22874,17491
4318457,São José das Missões (RS),61503,2699,22930,2330,15312,18231
4318465,São José do Herval (RS),49652,4055,11442,2948,14788,16419
4318481,São José do Hortêncio (RS),127885,10939,14888,39176,36880,26001
4318499,São José do Inhacorá (RS),106788,6000,34527,23124,25013,18124
4318507,São José do Norte (RS),424083,24035,75522,32116,148742,143668
4318606,São José do Ouro (RS),290572,22693,83047,17876,130012,36943
4318614,São José do Sul (RS),65408,4494,22010,7008,14138,17758
4318622,São José dos Ausentes (RS),116531,3187,49925,7779,31133,24506
4318705,São Leopoldo (RS),10122382,2080945,2342,2308804,4442985,1287306
4318804,São Lourenço do Sul (RS),1266139,82802,357402,90420,507893,227623
4318903,São Luiz Gonzaga (RS),1429922,127668,305746,137307,680392,178808
4319000,São Marcos (RS),999315,162028,31807,333979,358419,113081
4319109,São Martinho (RS),248926,18800,80778,18091,96965,34292
4319125,São Martinho da Serra (RS),187056,9590,105262,6125,43023,23056
4319158,São Miguel das Missões (RS),521126,26343,267203,20727,156714,50138
4319208,São Nicolau (RS),165033,5849,77622,5898,43186,32479
4319307,São Paulo das Missões (RS),161568,7961,54587,15627,48279,35114
4319356,São Pedro da Serra (RS),82544,6147,14710,16932,21125,23630
4319364,São Pedro das Missões (RS),71413,5723,25135,1873,21765,16917
4319372,São Pedro do Butiá (RS),111739,5311,49136,10117,23919,23257
4319406,São Pedro do Sul (RS),393973,26289,82742,35709,164221,85012
4319505,São Sebastião do Caí (RS),718205,86072,23795,120438,352061,135840
4319604,São Sepé (RS),903329,65656,262308,77478,359934,137953
4319703,São Valentim (RS),95508,5317,27900,8646,31775,21870
4319711,São Valentim do Sul (RS),60817,2895,17877,10433,13793,15819
4319737,São Valério do Sul (RS),58752,989,26905,2059,10033,18765
4319752,São Vendelino (RS),87940,8390,4959,36132,21747,16713
4319802,São Vicente do Sul (RS),260951,9818,111354,12667,73599,53514
4319901,Sapiranga (RS),3500607,328503,7626,1593126,1145975,425377
